text,label
"Как быстро подключить свой айпи адрес",5
"Как я могу получить айпи адрес для интернет-соединения",5
"Мне нужно подключить айпи для работы",5
"Как подключить свой айпи на срок",5
"Мне требуется выделенный айпи для бизнеса, как это сделать",5
"Как быстро подключить выделенный айпи для дома",5
"Как я могу получить информацию о выделенном айпи",5
"Мне необходимо подключить айпи адрес для работы",5
"Каковы условия подключения выделенного айпи для бизнеса",5
"Нужен айпи адрес, как его подключить",5
"Как подключить свой айпи адрес для интернета",5
"Как подключить выделенный айпи для домашнего интернета",5
"Какова стоимость подключения айпи адреса",5
"Мне нужен айпи адрес, как его подключить",5
"Как получить выделенный айпи для работы",5
"Как подключить айпи адрес на месяц",5
"Мне нужно подключить айпи для интернет-соединения",5
"Как быстро получить айпи для бизнеса",5
"Мне нужно подключить айпи адрес для работы",5
"Как получить информацию о выделенном айпи",5
"Мне требуется выделенный айпи, как это сделать",5
"Как подключить выделенный айпи адрес для бизнеса",5
"Какова стоимость подключения выделенного айпи адреса",5
"Мне нужен айпи адрес для работы, как его подключить",5
"Как подключить свой айпи для домашних нужд",5
"Как можно быстро подключить выделенный айпи",5
"Нужен айпи адрес для интернет-соединения",5
"Как подключить свой айпи адрес",5
"Как получить информацию о выделенном айпи адресе",5
"Мне нужно подключить айпи адрес для работы",5
"Как быстро подключить айпи адрес",5
"Мне требуется выделенный айпи, что для этого нужно",5
"Как получить отдельный айпи для бизнеса",5
"Как подключить айпи адрес для домашнего использования",5
"Мне нужно подключить айпи для работы",5
"Как я могу получить выделенный айпи",5
"Как подключить свой айпи адрес для работы",5
"Какова стоимость подключения айпи адреса на месяц",5
"Мне нужен выделенный айпи, как это сделать",5
"Как подключить айпи адрес для интернет-соединения",5
"Как подключить свой айпи адрес на срок",5
"Мне нужно подключить айпи для работы",5
"Как я могу подключить выделенный айпи для дома",5
"Нужен айпи для подключения к интернету",5
"Как я могу получить выделенный айпи",5
"Как подключить свой айпи адрес для работы",5
"Как быстро подключить айпи для бизнеса",5
"Мне требуется айпи для работы",5
"Как подключить айпи адрес для интернет-соединения",5
"Нужен выделенный айпи адрес, как его подключить",5
"Какова стоимость подключения выделенного айпи на месяц",5
"Мне нужен отдельный айпи адрес для работы",5
"Как подключить свой айпи на срок",5
"Как получить информацию о выделенном айпи",5
"Мне нужно подключить айпи адрес для бизнеса",5
"Как быстро подключить выделенный айпи для работы",5
"Как я могу получить айпи адрес для домашнего использования",5
"Как подключить айпи для работы",5
"Как быстро подключить свой айпи адрес",5
"Мне требуется айпи для интернет-соединения",5
"Как подключить выделенный айпи адрес",5
"Какова стоимость подключения выделенного айпи для дома",5
"Мне нужен отдельный айпи адрес, как его подключить",5
"Как подключить свой айпи на срок",5
"Как получить информацию о выделенном айпи",5
"Мне нужно подключить айпи для работы",5
"Как подключить свой айпи адрес для бизнеса",5
"Нужен айпи для домашнего использования",5
"Как я могу получить выделенный айпи",5
"Как подключить айпи для работы",5
"Как быстро подключить свой айпи адрес",5
"Мне требуется айпи для работы",5
"Как подключить айпи адрес для интернет-соединения",5
"Нужен выделенный айпи адрес",5
"Какова стоимость подключения выделенного айпи",5
"Мне нужен айпи для работы",5
"Как подключить свой айпи для бизнеса",5
"Как быстро получить выделенный айпи для работы",5
"Как подключить айпи для интернета",5
"Мне требуется айпи для работы",5
"Подключите выделенный IP для интернета",5
"Как подключить персонального менеджера?",6
"Фирменный роутер хочу подключить",7
"Тариф на самой высокой скорости нужен",1
"Подключите интернет на 100 мбит",2
"Ищу дешевый тариф для интернета",3
"Нужен антивирус для компьютера",4
"Подключите выделенный IP адрес",5
"Нужен персональный менеджер для помощи",6
"Как подключить ваш фирменный роутер?",7
"Какой тариф с максимальной скоростью?",1
"Подключите интернет 100 мбит",2
"Интересует дешевый тариф на 10 мбит",3
"Антивирус Касперского подключите",4
"Подключите выделенный IP для работы",5
"Как подключить услугу персонального менеджера?",6
"Ваш роутер фирменный можно подключить?",7
"нужен самый мощный тариф за 800 чё по скорости",1
"подрубай макс скорость за 800 давай",1
"тариф с максималкой за 800 чё как",1
"хочу максимальный тариф на 1000 гигов погнали",1
"брат, чё там с тарифом на макс скорости за 800",1
"мне инет на 100 мбит за 400 норм?",2
"подрубай тариф на 100 мбит 400 норм тема",2
"какой тариф на сотку за 400",2
"нужен тариф 100 мбит чтоб летал",2
"чё как там с тарифом 100 мбит за 400",2
"ищу самый дешёвый тариф на 10 мбит",3
"тариф на 10 мбит за 100 есть?",3
"подгоните тариф на 10 мбит за сотку",3
"самый дешёвый тариф чё есть?",3
"дешёвый тариф на 10 мбит хочу",3
"короче нужен тариф на 10 мбит за 100",3
"антивирус от каспера на сотку нужен",4
"подрубай антивирус касперского за 100",4
"сколько стоит касперский на месяц",4
"давай антивирус касперского мне на месяц",4
"антивирус касперский за сотку чё по ценам?",4
"короче касперского на месяц дай",4
"выделенный ip нужен срочно чё по деньгам",5
"подрубай отдельный ip за 100",5
"давай отдельный ip сколько стоит",5
"ip выделенный нужен, чё по подключению",5
"как там с выделенным ip, подключаем",5
"нужен ip для себя отдельно",5
"менеджера личного надо подогнать",6
"подключите менеджера за сотку",6
"нужен свой менеджер на связи",6
"давай менеджера чтоб вопросы решал",6
"сколько там личный менеджер стоит",6
"короче менеджера мне за 100",6
"фирменный роутер у вас норм?",7
"давай фирменный роутер сколько он",7
"как можно подключить фирменный роутер",7
"мне нужен ваш фирменный роутер для дела",7
"чё по фирменному роутеру",7
"хочу инет с вашим фирменным роутером",7
"какой тариф самый быстрый на 800",1
"мне тариф с максимальной скоростью нужен",1
"подруби мне тариф с макс скоростью",1
"сотка за 400 есть?",2
"как тариф на 100 мбит за 400",2
"давай самый дешёвый тариф на 10",3
"антивирус касперского чё как подключить",4
"ip выделенный нужен чётко",5
"менеджера чтоб на связи был",6
"роутер фирменный дайте",7
"самый мощный тариф хочу",1
"тариф на 100 мбит врубить",2
"10 мбит дешёвый нужен",3
"антивирус от каспера нужен",4
"ip выделенный",5
"менеджера на подхват",6
"ваш фирменный роутер",7
"нужен максимальный инет чётко",1
"подрубай на 100 мбит",2
"тариф подешевле хочу",3
"подключи антивирус",4
"выделенный ip",5
"менеджера на вопросы",6
"подрубай фирменный роутер",7
"максимальный тариф хочу",1
"100 мбит инет вруби",2
"дешёвый тариф давай",3
"подрубай антивирус",4
"ip отдельный вруби",5
"менеджера в помощь",6
"ваш роутер мне нужен",7
"нужен макс инет",1
"тариф 100 мбит",2
"тариф чтоб подешевле",3
"антивирус мне нужен",4
"выделенный ip",5
"менеджера сюда",6
"ваш роутер",7
"максималку врубай",1
"100 мбит чё как",2
"десять мбит подешевле",3
"антивирус на месяц",4
"ip нужен",5
"менеджера давай",6
"фирменный роутер",7
"макс тариф хочу",1
"инет на 100 мбит",2
"инет чтоб подешевле",3
"антекспресс нужен",4
"отдельный ip",5
"менеджер чтоб рядом был",6
"фирменный роутер нужен",7
"тариф на максимальной скорости",1
"100 мбит нужен срочно",2
"подешевле тариф нужен",3
"антивирус от каспера",4
"выделенный ip подключить",5
"персональный менеджер нужен",6
"подрубай фирменный роутер",7
"инет максимальный",1
"чё как 100 мбит",2
"десять мбит бюджетный",3
"подрубай антивирус",4
"ip выделенный нужен",5
"подключи менеджера",6
"подрубай роутер",7
"самый быстрый интернет",1
"100 мбит включите",2
"чё там подешевле есть",3
"антивирус касперского",4
"выделенный ip мне нужен",5
"менеджер для вопросов",6
"фирменный роутер ваш",7
"мне макс тариф",1
"врубай на 100 мбит",2
"тариф для инета подешевле",3
"антивирус подключите",4
"выделенный ip нада",5
"подрубай менеджера",6
"ваш роутер мне нужен",7
"максималка нужна",1
"тариф сотка",2
"10 мбит чё дешевле",3
"нужен антивирус",4
"ip выделенный подключи",5
"менеджер нужен",6
"подруби роутер",7
"мне самый крутой тариф",1
"давай инет сотка",2
"чё есть по дешёвке",3
"антивирус касперского нужен",4
"выделенный ip врубай",5
"менеджера хочу",6
"фирменный роутер",7
"мне максимальный тариф",1
"подключите инет 100 мбит",2
"тариф дешёвый",3
"касперский антивирус нужен",4
"ip отдельный",5
"персональный менеджер",6
"ваш роутер",7
"мне мощный тариф нужен",1
"100 мбит врубайте",2
"инет подешевле",3
"нужен антивирус",4
"ip для работы",5
"подключи менеджера",6
"ваш роутер нужен",7
"нужен тариф максималка",1
"инет сотка",2
"инет самый дешёвый",3
"антивирус подключить надо",4
"выделенный ip нужен",5
"менеджер на вопросы",6
"подключите фирменный роутер",7
"максимальный интернет",1
"100 мбит инет",2
"тариф подешевле нада",3
"касперский мне нужен",4
"ip выделенный для инета",5
"персональный менеджер сюда",6
"роутер ваш нужен",7
"тариф с максимальной скоростью",1
"подключите сотку",2
"тариф дешевле всего",3
"нужен касперский",4
"выделенный ip врубайте",5
"менеджера чтоб решал вопросы",6
"подключите фирменный роутер",7
"хочу инет на максималке",1
"подключите тариф 100 мбит",2
"ищу самый дешёвый тариф",3
"подключите касперского",4
"ip отдельный подрубите",5
"персональный менеджер нужен",6
"фирменный роутер подрубайте",7
"привет как дела?",8
"а что будет если все тарифы отключить?",8
"можешь рассказать анекдот?",8
"подскажи погоду в Париже",8
"что лучше сериал или книга?",8
"а как подключить кабель от соседа?",8
"можно без инета как-то?",8
"какие тарифы для котов?",8
"хочу интернет без интернета",8
"а что такое антивирус?",8
"почему вода мокрая?",8
"знаешь смысл жизни?",8
"какой тариф подключают слоны?",8
"есть ли интернет на луне?",8
"сколько весит облако?",8
"можешь сказать, что такое любовь?",8
"какая скорость света?",8
"как пройти в библиотеку?",8
"знаешь, что будет завтра?",8
"подключи мне хорошее настроение",8
"можно ли подписаться на счастье?",8
"как стать программистом?",8
"а почему небо синее?",8
"мне бы тариф на миллион",8
"можно ли подключить интернет во сне?",8
"какой тариф у слона?",8
"а есть тариф для мышки?",8
"как подключить счастье?",8
"можно ли подключить интернет и отключить интернет?",8
"какой антивирус лучше для грусти?",8
"как подкачать мышцы?",8
"а есть интернет без интернета?",8
"можешь что-то посоветовать?",8
"какой сегодня день?",8
"какая планета лучше для интернета?",8
"а есть интернет для камней?",8
"как подключить оптимизм?",8
"что будет если не будет?",8
"зачем нужен смысл жизни?",8
"хочу тариф на 1000 лет",8
"какой интернет у дельфинов?",8
"есть ли тарифы для рыбок?",8
"как подключить воздух?",8
"зачем снег белый?",8
"можно ли отключить мысли?",8
"есть ли смысл в интернете?",8
"почему люди разговаривают?",8
"как подключить инет к подсознанию?",8
"можно ли летать без крыльев?",8
"как сделать интернет счастливым?",8
"почему деревья зеленые?",8
"а интернету грустно?",8
"можно ли подписаться на доброту?",8
"есть ли интернет на солнце?",8
"что лучше: осень или весна?",8
"как бы стать умнее?",8
"можно ли заказать бесконечность?",8
"как подключить вдохновение?",8
"а что будет, если уйти в интернет?",8
"как убрать дождь?",8
"почему вода такая мокрая?",8
"подключи тариф на вечность",8
"есть ли интернет у птиц?",8
"какой тариф в раю?",8
"можно ли отключить осень?",8
"как бы найти смысл жизни?",8
"что будет, если потеряться?",8
"какой тариф в космосе?",8
"есть ли интернет на Венере?",8
"как отключить мысли?",8
"можно ли подписаться на счастье?",8
"а есть интернет для душ?",8
"можно ли подключить мечту?",8
"какой тариф у звезд?",8
"как подключить осознанность?",8
"а есть тариф для снов?",8
"можно ли отключить реальность?",8
"как сделать интернет добрым?",8
"а можно отключить дождь?",8
"что там у тебя на уме?",8
"можно ли подключить веру?",8
"а если бы было иначе?",8
"какой тариф в параллельной вселенной?",8
"можно ли отключить зиму?",8
"зачем нужен интернет?",8
"можешь сказать, что за смысл жизни?",8
"как подключить счастье?",8
"а есть тариф для динозавров?",8
"как отключить осень?",8
"можно ли подключить радость?",8
"а интернет доступен на солнце?",8
"что будет, если исчезнет всё?",8
"подключите инет к моей душе",8
"какой тариф на счастье?",8
"почему звезды светят?",8
"можно ли подписаться на мечту?",8
"а зачем листья падают?",8
"как мне стать космонавтом?",8
"можно ли заказать настроение?",8
"какой тариф у облаков?",8
"есть интернет в параллельной вселенной?",8
"как подключить креатив?",8
"а как скачать счастье?",8
"можно ли отдать интернет обратно?",8
"что делать, если всё нормально?",8
"какой тариф у подсознания?",8
"как мне создать интернет?",8
"почему осень такая грустная?",8
"можно ли подписаться на свет?",8
"зачем у воды течет?",8
"есть ли тариф на любовь?",8
"как бы подключить спокойствие?",8
"что будет, если всё исчезнет?",8
"можно ли отключить горе?",8
"почему земля круглая?",8
"зачем вообще нужен инет?",8
"что будет, если просто уйти?",8
"можно ли верить в интернет?",8
"какой тариф у леса?",8
"как подключить креатив?",8
"есть ли тариф для пингвинов?",8
"как мне создать счастье?",8
"зачем солнце светит?",8
"можно ли отключить грусть?",8
"а можно добавить счастья?",8
"какой тариф у деревьев?",8
"зачем нужны облака?",8
"что будет, если исчезнет небо?",8
"можно ли подключить эмоции?",8
"есть ли интернет у животных?",8
"можно ли подключить воздух?",8
"как отключить мысли на ночь?",8
"что будет, если забыть обо всем?",8
"можно ли подписаться на вдохновение?",8
"как добавить радость?",8
"есть ли тариф у гор?",8
"почему небо высокое?",8
"как подключить креатив?",8
"можно ли получить подписку на мечту?",8
"что значит счастье?",8
"зачем нужны деревья?",8
"можно ли отключить зиму?",8
"есть ли интернет у кошек?",8
"можно ли отключить мысли?",8
"какой тариф у дождя?",8
"зачем мы вообще пишем?",8
"как подключить уверенность?",8
"можно ли отключить себя?",8
"что значит жить?",8
"какой тариф у неба?",8
"можно ли подписаться на мечту?",8
"как мне стать художником?",8
"какой тариф у реки?",8
"как стать вдохновенным?",8
"зачем нужны цветы?",8
"можно ли подключить мечту?",8
"что значит вдохновение?",8
"как получить свободу?",8
"есть интернет у ветра?",8
"можно ли отключить прошлое?",8
"что будет, если забыть?",8
"как подключить новое будущее?",8
"можно ли остановить осень?",8
"как отключить память?",8
"что будет, если не будет?",8
"можно ли подписаться на мир?",8
"как отключить дождь?",8
"зачем нужен воздух?",8
"что будет, если перестать дышать?",8
"можно ли отключить будущее?",8
"какой интернет у солнца?",8
"можно ли подписаться на отдых?",8
"как мне стать морем?",8
"почему солнце светит",8
"как работает логика вещей",8
"что такое время",8
"может ли человек видеть в темноте",8
"зачем звезды горят на небе",8
"как устроен мозг",8
"что если дерево упадет но никто не услышит",8
"зачем люди мечтают",8
"почему небо голубое а трава зеленая",8
"как птицы находят дорогу домой",8
"что такое энергия",8
"как растут деревья",8
"почему дует ветер",8
"как работает гравитация",8
"зачем растет трава",8
"может ли звук существовать без ушей",8
"как птицы ориентируются в воздухе",8
"что делает вода такой мокрой",8
"как появился человек",8
"зачем кошки мурлыкают",8
"почему огонь горячий",8
"как работает магнит",8
"можно ли услышать тишину",8
"зачем нужна музыка",8
"как растения питаются",8
"что такое атомы",8
"как работает электричество",8
"почему люди разговаривают",8
"зачем нужно солнце",8
"как рыбы дышат под водой",8
"что такое любовь",8
"как образуются облака",8
"почему звезды мигают",8
"как работают мышцы",8
"зачем деревья сбрасывают листья",8
"почему вода прозрачная",8
"как бабочки видят цветы",8
"что такое дождь",8
"почему цветы пахнут",8
"как работает мозг",8
"зачем люди улыбаются",8
"что заставляет птиц петь",8
"как дождь падает с неба",8
"почему океан такой большой",8
"как получается радуга",8
"зачем нужны сны",8
"как функционирует вселенная",8
"что делает время настоящим",8
"почему свет невидим",8
"как лягушки прыгают так далеко",8
"что заставляет луну светиться",8
"почему трава зелёная",8
"как появляются мысли",8
"зачем мы видим сны",8
"почему глаза закрываются когда мы смеемся",8
"как звук проходит через воздух",8
"что делает воду мокрой",8
"зачем существуют горы",8
"почему растения зеленые",8
"как лошади бегают так быстро",8
"что такое невесомость",8
"почему снег белый",8
"как насекомые ориентируются",8
"зачем дождь падает",8
"как птицы строят гнезда",8
"что делает свет светом",8
"почему земля круглая",8
"как луна светит ночью",8
"зачем нужен кислород",8
"как деревья живут так долго",8
"что такое звук",8
"почему солнце встает и садится",8
"как растения поглощают свет",8
"зачем деревья",8
"почему вода так важна для жизни",8
"как работает сердце",8
"что заставляет людей смеяться",8
"зачем нужна гравитация",8
"как собаки находят дорогу домой",8
"что такое молекулы",8
"почему небо такое высокое",8
"как работает телефон",8
"зачем комары кусаются",8
"почему луна меняет форму",8
"как растения выживают зимой",8
"что такое температура",8
"почему у людей есть пальцы",8
"как рыбы чувствуют воду",8
"зачем цветы растут",8
"что такое свет",8
"почему лед холодный",8
"как работает мозг человека",8
"зачем люди грустят",8
"почему океаны такие глубокие",8
"как формируются скалы",8
"что делает радугу разноцветной",8
"почему снег тает",8
"как дождь попадает в облака",8
"зачем нужна планета земля",8
"почему молоко белое",8
"как растения растут вверх",8
"зачем рыбы живут в воде",8
"что делает солнце горячим",8
"почему люди спят",8
"как работает зрение",8
"зачем дельфины прыгают из воды",8
"почему океаны соленые",8
"как рыбы чувствуют воду",8
"зачем нужна кровь",8
"почему волосы растут",8
"как мы различаем запахи",8
"что заставляет людей мечтать",8
"почему некоторые вещи падают",8
"как вода находит свое место",8
"зачем в океане вода",8
"что такое ветер",8
"почему у людей есть волосы",8
"как работают глаза",8
"зачем деревья такие высокие",8
"почему звезды такие маленькие",8
"как получается звук",8
"зачем воздух движется",8
"почему мы дышим",8
"как работает логика",8
"зачем люди чувствуют эмоции",8
"почему планеты вращаются",8
"как корабли держатся на воде",8
"зачем растет трава",8
"что делает кошек кошками",8
"почему мир такой большой",8
"как мы слышим звуки",8
"зачем существует космос",8
"почему туман серый",8
"как работает гравитация земли",8
"зачем нужна музыка",8
"что заставляет вещи падать вниз",8
"почему люди плачут",8
"как птицы летают",8
"зачем нужно небо",8
"почему свет видим",8
"как растения растут",8
"зачем людям руки",8
"почему море синее",8
"как работает электричество",8
"зачем листья зеленые",8
"почему ветер дует",8
"как дождь образуется",8
"зачем солнце светит днем",8
"почему небо голубое",8
"как насекомые слышат",8
"зачем людям глаза",8
"почему лес зеленый",8
"как облака висят в небе",8
"зачем существует свет",8
"почему время идет",8
"как кошки видят в темноте",8
"зачем траве зеленый цвет",8
"почему цветы пахнут",8
"как насекомые дышат",8
"зачем существует жизнь",8
"почему цветы такие яркие",8
"как работает дождь",8
"зачем мы видим",8
"почему снег холодный",8
"как греет солнце",8
"зачем нужен свет",8
"почему дождь мокрый",8
"как работает компьютер",8
"зачем нужен свет",8
"почему свет есть днем",8
"как работают звезды",8
"зачем цветы имеют запах",8
"почему трава зеленая",8
"как птицы поют",8
"зачем океан такой большой",8
"почему деревья растут вверх",8
"как слышать звуки",8
"зачем нужен кислород",8
"почему солнце светит",8
"как растения поглощают воду",8
"зачем облака белые",8
"почему снег падает зимой",8
"как время движется",8
"зачем деревья растут высоко",8
"почему листья зеленые",8
"как насекомые находят еду",8
"зачем небо",8
"почему снег белый",8
"как деревья растут",8
"зачем растет трава",8
"почему вода такая мокрая",8
"как работает мозг",8
"зачем растения растут",8
"почему ветер дует",8
"как появляются звезды",8
"зачем кошки мяукают",8
"почему вода мокрая",8
"как происходит дождь",8
"зачем светит луна",8
"а зачем вообще звезды в небе",8
"ну и почему вода такая мокрая",8
"как бы так сделать чтобы всегда тепло было",8
"почему яблоки падают вниз",8
"а если дождь пойдет вверх",8
"куда деваются облака ночью",8
"как мы понимаем что время идет",8
"что будет если земля станет плоской",8
"зачем летом жарко а зимой холодно",8
"если все улетят на другую планету кто останется",8
"откуда появляются мысли",8
"почему кошки мурчат",8
"может ли человек без еды жить",8
"а если не спать целый год",8
"как это так что есть свет",8
"что если мы вообще во сне",8
"как деревья живут так долго",8
"что такое счастье на самом деле",8
"можно ли остановить время хоть на чуть-чуть",8
"если бы был выбор какой цвет выбрать",8
"как бы научиться летать без крыльев",8
"зачем вообще нужно дышать",8
"почему деревья не падают",8
"а как это вообще все работает",8
"почему звезды такие маленькие",8
"если бы кошки говорили что бы они сказали",8
"как работает гравитация если её не видно",8
"что было до большого взрыва",8
"откуда берется радость",8
"как понять что такое счастье",8
"зачем нужны камни",8
"что будет если дождь станет зеленым",8
"почему вода не падает с земли",8
"если я не вижу то это существует",8
"зачем нужен смысл в жизни",8
"как изобрели время",8
"почему снег не черный",8
"если бы было два солнца как бы это было",8
"как бы научиться летать",8
"можно ли сделать воду сухой",8
"что будет если все исчезнет",8
"почему когда грустно идет дождь",8
"а если я подумаю об этом станет ли это реальным",8
"почему молоко белое а сок оранжевый",8
"если облака летают почему люди не могут",8
"зачем существуют цвета",8
"как узнать о чем думают деревья",8
"если деревья не двигаются они живые",8
"можно ли приручить солнце",8
"как измерить звук",8
"почему звук нельзя потрогать",8
"если вода мокрая то снег холодный",8
"зачем нужны комары",8
"как бы приручить ветер",8
"что будет если свет отключится",8
"если бы снег был теплым",8
"зачем люди ходят пешком если можно ездить",8
"почему нельзя взять и нарисовать время",8
"если у звука есть скорость то какая у тишины",8
"почему воздух не видно",8
"если рыбы молчат они разговаривают",8
"что такое мгновение",8
"как понять что время прошло",8
"зачем солнце садится вечером",8
"если солнце светит то почему не всегда день",8
"что было бы если бы все были счастливы",8
"можно ли подключить себя к космосу",8
"а что было до начала всего",8
"если бы мир был черно-белым",8
"как слышит звук кошка",8
"можно ли отключить мысли",8
"как включить хорошее настроение навсегда",8
"если у радости есть цвет то какой он",8
"почему киты такие большие",8
"может ли луна когда-нибудь исчезнуть",8
"зачем траве зеленый цвет",8
"если бы у людей были крылья",8
"можно ли рисовать запахи",8
"как измерить настроение",8
"если птицы летают значит ли это что они счастливы",8
"почему на земле нельзя ходить вверх ногами",8
"если бы не было воды как бы мы пили",8
"как приручить волны",8
"если бы небо падало куда оно падало бы",8
"зачем дельфины играют в волнах",8
"если бы звук имел цвет",8
"почему океан не заканчивается",8
"если бы было только одно слово что бы это было",8
"как работает солнечный свет ночью",8
"почему время идет вперед",8
"может ли человек видеть невидимое",8
"если бы мы не видели цвета",8
"как понять что такое любовь",8
"если бы мысли были видимыми",8
"что бы сделал ветер если бы его не было",8
"почему небо прозрачное а море синее",8
"может ли время остановиться навсегда",8
"если звезды видны ночью то днем они где",8
"почему радость ощущается внутри",8
"как деревья знают когда им расти",8
"если бы жизнь была книгой",8
"почему небо такое высокое",8
"как посмотреть на звук",8
"если бы цвет был звуком",8
"можно ли услышать свет",8
"почему снег делает всё белым",8
"если бы ночь наступала мгновенно",8
"как понять что мир настоящий",8
"если бы у мира не было начала",8
"можно ли оторвать кусочек радости",8
"почему ветер так быстро дует",8
"если бы мир был без звука",8
"как узнать что ты счастлив",8
"если бы листья росли из земли",8
"можно ли коснуться света",8
"как пахнет тишина",8
"если бы глаза могли слышать",8
"почему небо не опускается ниже",8
"если бы у каждого был свой цвет",8
"можно ли представить запах времени",8
"как выглядит счастье",8
"если бы ветер не дул",8
"почему киты не летают",8
"если бы жизнь была сном",8
"можно ли услышать тепло",8
"как время может двигаться",8
"если бы звуки были цветными",8
"почему светлый день",8
"если бы у воды был звук",8
"как узнать что ты проснулся",8
"если бы солнце было оранжевым внутри",8
"может ли земля летать",8
"если бы все ходили спиной вперед",8
"как понять что это реальность",8
"почему небо такое большое",8
"если бы солнце светило снизу",8
"можно ли услышать ночь",8
"как на вкус свет",8
"если бы снег светился",8
"почему на земле есть жизнь",8
"если бы мир не был миром",8
"можно ли трогать солнце",8
"как увидеть звуки",8
"если бы тени могли двигаться сами",8
"почему солнце всегда одно",8
"если бы на луне был океан",8
"можно ли увидеть время",8
"как понять что человек человек",8
"если бы воздух был видимым",8
"почему зима холодная",8
"если бы дождь был теплым",8
"можно ли услышать движение",8
"как выглядит воздух",8
"если бы свет можно было пить",8
"почему камни не растут",8
"если бы деревья говорили",8
"можно ли отключить радость",8
"как поймать время",8
"если бы ветер был цветным",8
"почему время ощущается внутри",8
"если бы у воды был цвет",8
"можно ли разорвать время",8
"как весело было бы летать",8
"если бы радость была невидимой",8
"почему у неба нет запаха",8
"если бы можно было держать свет",8
"можно ли заморозить день",8
"как услышать молчание",8
"если бы не было дождя",8
"почему свет такой светлый",8
"если бы ночь светила",8
"можно ли остановить ночь",8
"как понять что небо высокое",8
"если бы звезды были теплые",8
"почему день не падает",8
"если бы ветер был медленным",8
"можно ли увидеть ночной свет",8
"как понять что ночь пришла",8
"если бы дождь был синим",8
"почему день уходит",8
"если бы время шло назад",8
"можно ли дотронуться до неба",8
"как узнать что это свет",8
"если бы снег был горячим",8
"почему луна не растет",8
"если бы камни двигались",8
"можно ли потрогать туман",8
"как звучит день",8
"если бы листья были красные",8
"почему снег идёт зимой",8
"если бы весна была белой",8
"можно ли остановить весну",8
"как узнать что ты живой",8
